0,1,2,output
28,4,563,3676
4,563,3676,47
563,3676,47,9
3676,47,9,23
47,9,23,16
9,23,16,161
23,16,161,7164
16,161,7164,107
161,7164,107,13
7164,107,13,2186
107,13,2186,617
13,2186,617,311
2186,617,311,47
617,311,47,9
311,47,9,111
47,9,111,3
9,111,3,498
111,3,498,1726
3,498,1726,9
498,1726,9,56
1726,9,56,785
9,56,785,281
56,785,281,65
785,281,65,263
281,65,263,404
65,263,404,33
263,404,33,19
404,33,19,53
33,19,53,954
19,53,954,267
53,954,267,257
954,267,257,66
267,257,66,3
257,66,3,131
66,3,131,795
3,131,795,4
131,795,4,11
795,4,11,298
4,11,298,704
11,298,704,326
298,704,326,141
704,326,141,103
326,141,103,87
141,103,87,39
103,87,39,36
87,39,36,129
39,36,129,33
36,129,33,3
129,33,3,23
33,3,23,55
3,23,55,30
23,55,30,2044
55,30,2044,5
30,2044,5,7
2044,5,7,2
5,7,2,626
7,2,626,3861
2,626,3861,157
626,3861,157,9
3861,157,9,50
157,9,50,101
9,50,101,3
50,101,3,180
101,3,180,2
3,180,2,2858
180,2,2858,5486
2,2858,5486,6
2858,5486,6,169
5486,6,169,2544
6,169,2544,70
169,2544,70,9
2544,70,9,300
70,9,300,0
9,300,0,506
300,0,506,3
0,506,3,269
506,3,269,37
3,269,37,83
269,37,83,2186
37,83,2186,2046
83,2186,2046,102
2186,2046,102,348
2046,102,348,345
102,348,345,45
348,345,45,2
345,45,2,146
45,2,146,1937
2,146,1937,1
146,1937,1,530
1937,1,530,122
1,530,122,6
530,122,6,509
122,6,509,447
6,509,447,478
509,447,478,2003
447,478,2003,51
478,2003,51,217
2003,51,217,18
51,217,18,11
217,18,11,111
18,11,111,3
11,111,3,166
111,3,166,21
3,166,21,345
166,21,345,45
21,345,45,3
345,45,3,99
45,3,99,21
3,99,21,4
99,21,4,251
21,4,251,25
4,251,25,122
251,25,122,1
25,122,1,201
122,1,201,0
1,201,0,10307
201,0,10307,4007
0,10307,4007,1395
10307,4007,1395,32
4007,1395,32,868
1395,32,868,3
32,868,3,868
868,3,868,63
3,868,63,0
868,63,0,69
63,0,69,105
0,69,105,1102
69,105,1102,49
105,1102,49,10
1102,49,10,1835
49,10,1835,12
10,1835,12,102
1835,12,102,1313
12,102,1313,1937
102,1313,1937,7
1313,1937,7,95
1937,7,95,404
7,95,404,1895
95,404,1895,8
404,1895,8,25
1895,8,25,8
8,25,8,163
25,8,163,168
8,163,168,173
163,168,173,3326
168,173,3326,138
173,3326,138,14
3326,138,14,8
138,14,8,1791
14,8,1791,0
8,1791,0,1901
1791,0,1901,81
0,1901,81,7
1901,81,7,69
81,7,69,1936
7,69,1936,2049
69,1936,2049,37
1936,2049,37,120
2049,37,120,446
37,120,446,3
120,446,3,64
446,3,64,3
3,64,3,180
64,3,180,617
3,180,617,103
180,617,103,87
617,103,87,146
103,87,146,11
87,146,11,298
146,11,298,704
11,298,704,182
298,704,182,557
704,182,557,7
182,557,7,1900
557,7,1900,7334
7,1900,7334,16
1900,7334,16,57
7334,16,57,5
16,57,5,823
57,5,823,13
5,823,13,0
823,13,0,9547
13,0,9547,4
0,9547,4,578
9547,4,578,105
4,578,105,6
578,105,6,111
105,6,111,3
6,111,3,78
111,3,78,6
3,78,6,111
78,6,111,3
6,111,3,1191
111,3,1191,9
3,1191,9,15
1191,9,15,3117
9,15,3117,51
15,3117,51,217
3117,51,217,0
51,217,0,147
217,0,147,354
0,147,354,21
147,354,21,1003
354,21,1003,305
21,1003,305,252
1003,305,252,167
305,252,167,2
252,167,2,2999
167,2,2999,4
2,2999,4,3536
2999,4,3536,32
4,3536,32,40
3536,32,40,252
32,40,252,775
40,252,775,1
252,775,1,8634
775,1,8634,13
1,8634,13,36
8634,13,36,157
13,36,157,5
36,157,5,6915
157,5,6915,620
5,6915,620,16
6915,620,16,1191
620,16,1191,37
16,1191,37,24
1191,37,24,25
37,24,25,5891
24,25,5891,5
25,5891,5,325
5891,5,325,283
5,325,283,1437
325,283,1437,120
283,1437,120,0
1437,120,0,80
120,0,80,1852
0,80,1852,60
80,1852,60,470
1852,60,470,165
60,470,165,55
470,165,55,29
165,55,29,765
55,29,765,9
29,765,9,345
765,9,345,31
9,345,31,2003
345,31,2003,2
31,2003,2,3265
2003,2,3265,1153
2,3265,1153,212
3265,1153,212,0
1153,212,0,247
212,0,247,1798
0,247,1798,78
247,1798,78,1192
1798,78,1192,413
78,1192,413,233
1192,413,233,36
413,233,36,118
233,36,118,75
36,118,75,9425
118,75,9425,60
75,9425,60,20
9425,60,20,187
60,20,187,20
20,187,20,109
187,20,109,1552
20,109,1552,9
109,1552,9,634
1552,9,634,3057
9,634,3057,520
634,3057,520,375
3057,520,375,55
520,375,55,0
375,55,0,247
55,0,247,1555
0,247,1555,2093
247,1555,2093,3
1555,2093,3,140
2093,3,140,289
3,140,289,957
140,289,957,369
289,957,369,3287
957,369,3287,11
369,3287,11,987
3287,11,987,4
11,987,4,251
987,4,251,23
4,251,23,9
251,23,9,90
23,9,90,6
9,90,6,111
90,6,111,3
6,111,3,966
111,3,966,7186
3,966,7186,35
966,7186,35,68
7186,35,68,0
35,68,0,977
68,0,977,917
0,977,917,78
977,917,78,9
917,78,9,1579
78,9,1579,53
9,1579,53,1937
1579,53,1937,1
53,1937,1,269
1937,1,269,11
1,269,11,298
269,11,298,704
11,298,704,2
298,704,2,641
704,2,641,1551
2,641,1551,2136
641,1551,2136,3
1551,2136,3,428
2136,3,428,7
3,428,7,1
428,7,1,105
7,1,105,1565
1,105,1565,5186
105,1565,5186,0
1565,5186,0,255
5186,0,255,32
0,255,32,36
255,32,36,4
32,36,4,0
36,4,0,1780
4,0,1780,1
0,1780,1,2289
1780,1,2289,0
1,2289,0,2050
2289,0,2050,3
0,2050,3,740
2050,3,740,441
3,740,441,3671
740,441,3671,6573
441,3671,6573,104
3671,6573,104,206
6573,104,206,9552
104,206,9552,2
206,9552,2,1177
9552,2,1177,4831
2,1177,4831,1455
1177,4831,1455,15
4831,1455,15,0
1455,15,0,704
15,0,704,1
0,704,1,286
704,1,286,5
1,286,5,3677
286,5,3677,136
5,3677,136,6313
3677,136,6313,7
136,6313,7,0
6313,7,0,2136
7,0,2136,17
0,2136,17,2473
2136,17,2473,4364
17,2473,4364,4
2473,4364,4,9170
4364,4,9170,3
4,9170,3,230
9170,3,230,5
3,230,5,78
230,5,78,1576
5,78,1576,49
78,1576,49,7163
1576,49,7163,17
49,7163,17,12
7163,17,12,2186
17,12,2186,3
12,2186,3,0
2186,3,0,946
3,0,946,576
0,946,576,105
946,576,105,285
576,105,285,44
105,285,44,17
285,44,17,319
44,17,319,2
17,319,2,524
319,2,524,4
2,524,4,0
524,4,0,1328
4,0,1328,942
0,1328,942,15
1328,942,15,0
942,15,0,2282
15,0,2282,43
0,2282,43,27
2282,43,27,152
43,27,152,75
27,152,75,8612
152,75,8612,13
75,8612,13,11
8612,13,11,9654
13,11,9654,7528
11,9654,7528,0
9654,7528,0,147
7528,0,147,231
0,147,231,41
147,231,41,18
231,41,18,193
41,18,193,1
18,193,1,1120
193,1,1120,0
1,1120,0,216
1120,0,216,3
0,216,3,49
216,3,49,1403
3,49,1403,0
49,1403,0,704
1403,0,704,569
0,704,569,8
704,569,8,472
569,8,472,245
8,472,245,2
472,245,2,130
245,2,130,6363
2,130,6363,1
130,6363,1,13
6363,1,13,12
1,13,12,676
13,12,676,57
12,676,57,0
676,57,0,147
57,0,147,493
0,147,493,3
147,493,3,26
493,3,26,1
3,26,1,1403
26,1,1403,0
1,1403,0,1852
1403,0,1852,942
0,1852,942,3486
1852,942,3486,1039
942,3486,1039,380
3486,1039,380,220
1039,380,220,6
380,220,6,90
220,6,90,105
6,90,105,137
90,105,137,3
105,137,3,0
137,3,0,491
3,0,491,82
0,491,82,3124
491,82,3124,107
82,3124,107,0
3124,107,0,576
107,0,576,25
0,576,25,34
576,25,34,19
25,34,19,49
34,19,49,165
19,49,165,140
49,165,140,1852
165,140,1852,60
140,1852,60,18
1852,60,18,309
60,18,309,1720
18,309,1720,54
309,1720,54,5044
1720,54,5044,100
54,5044,100,93
5044,100,93,60
100,93,60,659
93,60,659,7587
60,659,7587,19
659,7587,19,140
7587,19,140,4886
19,140,4886,1571
140,4886,1571,4542
4886,1571,4542,6643
1571,4542,6643,28
4542,6643,28,0
6643,28,0,5614
28,0,5614,4120
0,5614,4120,29
5614,4120,29,423
4120,29,423,4829
29,423,4829,1593
423,4829,1593,6717
4829,1593,6717,107
1593,6717,107,104
6717,107,104,4474
107,104,4474,1703
104,4474,1703,5702
4474,1703,5702,19
1703,5702,19,46
5702,19,46,88
19,46,88,5540
46,88,5540,9146
88,5540,9146,13
5540,9146,13,0
9146,13,0,4943
13,0,4943,259
0,4943,259,1
4943,259,1,105
259,1,105,2248
1,105,2248,2
105,2248,2,9807
2248,2,9807,2480
2,9807,2480,138
9807,2480,138,76
2480,138,76,738
138,76,738,32
76,738,32,145
738,32,145,138
32,145,138,207
145,138,207,1108
138,207,1108,543
207,1108,543,173
1108,543,173,19
543,173,19,11
173,19,11,55
19,11,55,25
11,55,25,105
55,25,105,21
25,105,21,2230
105,21,2230,2918
21,2230,2918,269
2230,2918,269,37
2918,269,37,2
269,37,2,3538
37,2,3538,1
2,3538,1,2
3538,1,2,278
1,2,278,227
2,278,227,103
278,227,103,0
227,103,0,495
103,0,495,1108
0,495,1108,0
495,1108,0,175
1108,0,175,409
0,175,409,128
175,409,128,98
409,128,98,96
128,98,96,808
98,96,808,1
96,808,1,2327
808,1,2327,68
1,2327,68,171
2327,68,171,905
68,171,905,123
171,905,123,336
905,123,336,196
123,336,196,597
336,196,597,3
196,597,3,615
597,3,615,7
3,615,7,0
615,7,0,1154
7,0,1154,34
0,1154,34,788
1154,34,788,83
34,788,83,4
788,83,4,140
83,4,140,1844
4,140,1844,5863
140,1844,5863,174
1844,5863,174,79
5863,174,79,12
174,79,12,489
79,12,489,8917
12,489,8917,15
489,8917,15,235
8917,15,235,1
15,235,1,629
235,1,629,272
1,629,272,31
629,272,31,3
272,31,3,64
31,3,64,44
3,64,44,102
64,44,102,47
44,102,47,9
102,47,9,56
47,9,56,826
9,56,826,78
56,826,78,64
826,78,64,44
78,64,44,25
64,44,25,105
44,25,105,357
25,105,357,1394
105,357,1394,1
357,1394,1,505
1394,1,505,0
1,505,0,2170
505,0,2170,49
0,2170,49,22
2170,49,22,69
49,22,69,3
22,69,3,90
69,3,90,36
3,90,36,125
90,36,125,117
36,125,117,8
125,117,8,10
117,8,10,2478
8,10,2478,220
10,2478,220,7
2478,220,7,0
220,7,0,946
7,0,946,2417
0,946,2417,2186
946,2417,2186,1
2417,2186,1,35
2186,1,35,104
1,35,104,0
35,104,0,147
104,0,147,6844
0,147,6844,52
147,6844,52,2542
6844,52,2542,24
52,2542,24,169
2542,24,169,131
24,169,131,689
169,131,689,32
131,689,32,1108
689,32,1108,543
32,1108,543,14
1108,543,14,24
543,14,24,116
14,24,116,22
24,116,22,2
116,22,2,74
22,2,74,17
2,74,17,0
74,17,0,175
17,0,175,60
0,175,60,323
175,60,323,26
60,323,26,3626
323,26,3626,3
26,3626,3,21
3626,3,21,368
3,21,368,3258
21,368,3258,105
368,3258,105,10
3258,105,10,10399
105,10,10399,1
10,10399,1,1452
10399,1,1452,5
1,1452,5,199
1452,5,199,7
5,199,7,35
199,7,35,2200
7,35,2200,18
35,2200,18,193
2200,18,193,813
18,193,813,9
193,813,9,7588
813,9,7588,9104
9,7588,9104,2
7588,9104,2,1039
9104,2,1039,71
2,1039,71,3
1039,71,3,0
71,3,0,2243
3,0,2243,1
0,2243,1,166
2243,1,166,1126
1,166,1126,3
166,1126,3,615
1126,3,615,4628
3,615,4628,4542
615,4628,4542,64
4628,4542,64,37
4542,64,37,122
64,37,122,1045
37,122,1045,13
122,1045,13,0
1045,13,0,2293
13,0,2293,4829
0,2293,4829,9
2293,4829,9,56
4829,9,56,418
9,56,418,35
56,418,35,54
418,35,54,142
35,54,142,1328
54,142,1328,4474
142,1328,4474,1
1328,4474,1,166
4474,1,166,0
1,166,0,3706
166,0,3706,3
0,3706,3,27
3706,3,27,446
3,27,446,15
27,446,15,905
446,15,905,4
15,905,4,1749
905,4,1749,1538
4,1749,1538,9
1749,1538,9,249
1538,9,249,563
9,249,563,20
249,563,20,430
563,20,430,20
20,430,20,0
430,20,0,312
20,0,312,4
0,312,4,79
312,4,79,16
4,79,16,17
79,16,17,2441
16,17,2441,194
17,2441,194,4
2441,194,4,7529
194,4,7529,197
4,7529,197,9
7529,197,9,1895
197,9,1895,1045
9,1895,1045,530
1895,1045,530,638
1045,530,638,6
530,638,6,111
638,6,111,0
6,111,0,870
111,0,870,350
0,870,350,3386
870,350,3386,7
350,3386,7,946
3386,7,946,252
7,946,252,4
946,252,4,560
252,4,560,303
4,560,303,562
560,303,562,872
303,562,872,97
562,872,97,475
872,97,475,14
97,475,14,142
475,14,142,930
14,142,930,71
142,930,71,7
930,71,7,1019
71,7,1019,1
7,1019,1,166
1019,1,166,53
1,166,53,8220
166,53,8220,3
53,8220,3,476
8220,3,476,2
3,476,2,74
476,2,74,3
2,74,3,64
74,3,64,79
3,64,79,91
64,79,91,34
79,91,34,9869
91,34,9869,1
34,9869,1,13
9869,1,13,2
1,13,2,1056
13,2,1056,3749
2,1056,3749,32
1056,3749,32,76
3749,32,76,3
32,76,3,0
76,3,0,1624
3,0,1624,1435
0,1624,1435,195
1624,1435,195,103
1435,195,103,33
195,103,33,6
103,33,6,25
33,6,25,0
6,25,0,1624
25,0,1624,1435
0,1624,1435,24
1624,1435,24,642
1435,24,642,134
24,642,134,172
642,134,172,3
134,172,3,131
172,3,131,2
3,131,2,1107
131,2,1107,1
2,1107,1,537
1107,1,537,3
1,537,3,49
537,3,49,78
3,49,78,165
49,78,165,78
78,165,78,27
165,78,27,3724
78,27,3724,71
27,3724,71,68
3724,71,68,53
71,68,53,1109
68,53,1109,2838
53,1109,2838,13
1109,2838,13,235
2838,13,235,117
13,235,117,9
235,117,9,59
117,9,59,5
9,59,5,133
59,5,133,46
5,133,46,272
133,46,272,27
46,272,27,253
272,27,253,3
27,253,3,3085
253,3,3085,11
3,3085,11,3532
3085,11,3532,32
11,3532,32,53
3532,32,53,399
32,53,399,37
53,399,37,32
399,37,32,51
37,32,51,399
32,51,399,2440
51,399,2440,265
399,2440,265,66
2440,265,66,215
265,66,215,2578
66,215,2578,14
215,2578,14,0
2578,14,0,147
14,0,147,8434
0,147,8434,132
147,8434,132,1
8434,132,1,1917
132,1,1917,128
1,1917,128,5370
1917,128,5370,68
128,5370,68,0
5370,68,0,2293
68,0,2293,350
0,2293,350,1
2293,350,1,872
350,1,872,35
1,872,35,3
872,35,3,946
35,3,946,576
3,946,576,13
946,576,13,0
576,13,0,1235
13,0,1235,9
0,1235,9,930
1235,9,930,7
9,930,7,1019
930,7,1019,557
7,1019,557,210
1019,557,210,2143
557,210,2143,689
210,2143,689,34
2143,689,34,19
689,34,19,10099
34,19,10099,163
19,10099,163,117
10099,163,117,1917
163,117,1917,128
117,1917,128,22
1917,128,22,306
128,22,306,3733
22,306,3733,96
306,3733,96,0
3733,96,0,2177
96,0,2177,177
0,2177,177,4308
2177,177,4308,52
177,4308,52,0
4308,52,0,576
52,0,576,9
0,576,9,260
576,9,260,37
9,260,37,138
260,37,138,258
37,138,258,6
138,258,6,364
258,6,364,6
6,364,6,260
364,6,260,475
6,260,475,475
260,475,475,56
475,475,56,364
475,56,364,81
56,364,81,650
364,81,650,136
81,650,136,1726
650,136,1726,0
136,1726,0,312
1726,0,312,4
0,312,4,1126
312,4,1126,64
4,1126,64,76
1126,64,76,177
64,76,177,594
76,177,594,722
177,594,722,14
594,722,14,8
722,14,8,167
14,8,167,2
8,167,2,1693
167,2,1693,7
2,1693,7,6917
1693,7,6917,410
7,6917,410,7
6917,410,7,9964
410,7,9964,1
7,9964,1,9741
9964,1,9741,0
1,9741,0,895
9741,0,895,4
0,895,4,0
895,4,0,350
4,0,350,213
0,350,213,3
350,213,3,3720
213,3,3720,7
3,3720,7,1333
3720,7,1333,4446
7,1333,4446,5689
1333,4446,5689,349
4446,5689,349,42
5689,349,42,7
349,42,7,10302
42,7,10302,568
7,10302,568,177
10302,568,177,1810
568,177,1810,2982
177,1810,2982,1
1810,2982,1,174
2982,1,174,12
1,174,12,138
174,12,138,11
12,138,11,475
138,11,475,458
11,475,458,0
475,458,0,1019
458,0,1019,350
0,1019,350,10
1019,350,10,734
350,10,734,105
10,734,105,384
734,105,384,587
105,384,587,3
384,587,3,0
587,3,0,1222
3,0,1222,4
0,1222,4,0
1222,4,0,216
4,0,216,24
0,216,24,1168
216,24,1168,21
24,1168,21,1003
1168,21,1003,1
21,1003,1,455
1003,1,455,5
1,455,5,6213
455,5,6213,5
5,6213,5,55
6213,5,55,372
5,55,372,1
55,372,1,375
372,1,375,17
1,375,17,188
375,17,188,2
17,188,2,2379
188,2,2379,6718
2,2379,6718,11
2379,6718,11,2
6718,11,2,624
11,2,624,410
2,624,410,417
624,410,417,449
410,417,449,0
417,449,0,461
449,0,461,218
0,461,218,163
461,218,163,18
218,163,18,193
163,18,193,24
18,193,24,4240
193,24,4240,58
24,4240,58,1
4240,58,1,758
58,1,758,21
1,758,21,2583
758,21,2583,2924
21,2583,2924,2307
2583,2924,2307,3829
2924,2307,3829,212
2307,3829,212,0
3829,212,0,6972
212,0,6972,259
0,6972,259,8300
6972,259,8300,265
259,8300,265,35
8300,265,35,115
265,35,115,3
35,115,3,59
115,3,59,11
3,59,11,1003
59,11,1003,24
11,1003,24,25
1003,24,25,21
24,25,21,128
25,21,128,3186
21,128,3186,1
128,3186,1,659
3186,1,659,48
1,659,48,2
659,48,2,386
48,2,386,4
2,386,4,4966
386,4,4966,6
4,4966,6,31
4966,6,31,14
6,31,14,48
31,14,48,16
14,48,16,1437
48,16,1437,45
16,1437,45,457
1437,45,457,103
45,457,103,16
457,103,16,1437
103,16,1437,5
16,1437,5,190
1437,5,190,27
5,190,27,2729
190,27,2729,18
27,2729,18,309
2729,18,309,1720
18,309,1720,82
309,1720,82,38
1720,82,38,7
82,38,7,1057
38,7,1057,495
7,1057,495,81
1057,495,81,45
495,81,45,11
81,45,11,252
45,11,252,4
11,252,4,2
252,4,2,205
4,2,205,9056
2,205,9056,8196
205,9056,8196,24
9056,8196,24,22
8196,24,22,42
24,22,42,1835
22,42,1835,28
42,1835,28,4
1835,28,4,0
28,4,0,1960
4,0,1960,4
0,1960,4,21
1960,4,21,148
4,21,148,24
21,148,24,114
148,24,114,13
24,114,13,3
114,13,3,141
13,3,141,11
3,141,11,1214
141,11,1214,89
11,1214,89,22
1214,89,22,706
89,22,706,1525
22,706,1525,91
706,1525,91,32
1525,91,32,0
91,32,0,145
32,0,145,15
0,145,15,235
145,15,235,92
15,235,92,497
235,92,497,72
92,497,72,3738
497,72,3738,76
72,3738,76,13
3738,76,13,0
76,13,0,363
13,0,363,38
0,363,38,7115
363,38,7115,1
38,7115,1,46
7115,1,46,83
1,46,83,1214
46,83,1214,89
83,1214,89,43
1214,89,43,646
89,43,646,235
43,646,235,102
646,235,102,1
235,102,1,9
102,1,9,35
1,9,35,59
9,35,59,33
35,59,33,11
59,33,11,43
33,11,43,189
11,43,189,24
43,189,24,596
189,24,596,45
24,596,45,0
596,45,0,6384
45,0,6384,4
0,6384,4,95
6384,4,95,5628
4,95,5628,471
95,5628,471,0
5628,471,0,6854
471,0,6854,333
0,6854,333,19
6854,333,19,0
333,19,0,36
19,0,36,1313
0,36,1313,4182
36,1313,4182,15
1313,4182,15,93
4182,15,93,1547
15,93,1547,9159
93,1547,9159,14
1547,9159,14,0
9159,14,0,342
14,0,342,31
0,342,31,2
342,31,2,74
31,2,74,4
2,74,4,112
74,4,112,52
4,112,52,1611
112,52,1611,57
52,1611,57,448
1611,57,448,1825
57,448,1825,55
448,1825,55,47
1825,55,47,196
55,47,196,546
47,196,546,3
196,546,3,235
546,3,235,102
3,235,102,276
235,102,276,22
102,276,22,5
276,22,5,29
22,5,29,56
5,29,56,35
29,56,35,615
56,35,615,322
35,615,322,15
615,322,15,1620
322,15,1620,104
15,1620,104,11
1620,104,11,23
104,11,23,9
11,23,9,330
23,9,330,6
9,330,6,111
330,6,111,407
6,111,407,1749
111,407,1749,32
407,1749,32,76
1749,32,76,3
32,76,3,235
76,3,235,20
3,235,20,347
235,20,347,20
20,347,20,29
347,20,29,56
20,29,56,64
29,56,64,0
56,64,0,151
64,0,151,2355
0,151,2355,4294
151,2355,4294,170
2355,4294,170,14
4294,170,14,0
170,14,0,1617
14,0,1617,831
0,1617,831,3
1617,831,3,646
831,3,646,0
3,646,0,1624
646,0,1624,1435
0,1624,1435,117
1624,1435,117,196
1435,117,196,170
117,196,170,294
196,170,294,4136
170,294,4136,47
294,4136,47,6
4136,47,6,166
47,6,166,9
6,166,9,3
166,9,3,180
9,3,180,95
3,180,95,4510
180,95,4510,1
95,4510,1,101
4510,1,101,179
1,101,179,652
101,179,652,36
179,652,36,304
652,36,304,9
36,304,9,70
304,9,70,23
9,70,23,11
70,23,11,47
23,11,47,6
11,47,6,1228
47,6,1228,11
6,1228,11,2
1228,11,2,60
11,2,60,190
2,60,190,101
60,190,101,565
190,101,565,0
101,565,0,4507
565,0,4507,7
0,4507,7,1019
4507,7,1019,270
7,1019,270,2653
1019,270,2653,52
270,2653,52,2
2653,52,2,921
52,2,921,1
2,921,1,423
921,1,423,15
1,423,15,0
423,15,0,522
15,0,522,48
0,522,48,112
522,48,112,3
48,112,3,27
112,3,27,45
3,27,45,11
27,45,11,82
45,11,82,1
11,82,1,6
82,1,6,155
1,6,155,364
6,155,364,5
155,364,5,6
364,5,6,1557
5,6,1557,0
6,1557,0,10296
1557,0,10296,1
0,10296,1,9
10296,1,9,1914
1,9,1914,93
9,1914,93,736
1914,93,736,24
93,736,24,231
736,24,231,6296
24,231,6296,209
231,6296,209,13
6296,209,13,2272
209,13,2272,468
13,2272,468,8481
2272,468,8481,13
468,8481,13,9787
8481,13,9787,179
13,9787,179,4628
9787,179,4628,2
179,4628,2,981
4628,2,981,7308
2,981,7308,1
981,7308,1,357
7308,1,357,791
1,357,791,476
357,791,476,195
791,476,195,25
476,195,25,36
195,25,36,4
25,36,4,0
36,4,0,8219
4,0,8219,6
0,8219,6,31
8219,6,31,2
6,31,2,466
31,2,466,56
2,466,56,6
466,56,6,64
56,6,64,3
6,64,3,180
64,3,180,13
3,180,13,0
180,13,0,151
13,0,151,2355
0,151,2355,18
151,2355,18,193
2355,18,193,44
18,193,44,38
193,44,38,7161
44,38,7161,3146
38,7161,3146,4
7161,3146,4,3374
3146,4,3374,83
4,3374,83,5098
3374,83,5098,1
83,5098,1,2
5098,1,2,4461
1,2,4461,4
2,4461,4,6090
4461,4,6090,1276
4,6090,1276,49
6090,1276,49,431
1276,49,431,447
49,431,447,478
431,447,478,785
447,478,785,91
478,785,91,21
785,91,21,7313
91,21,7313,2031
21,7313,2031,624
7313,2031,624,1428
2031,624,1428,4
624,1428,4,0
1428,4,0,1060
4,0,1060,47
0,1060,47,5
1060,47,5,38
47,5,38,7215
5,38,7215,339
38,7215,339,15
7215,339,15,0
339,15,0,363
15,0,363,3
0,363,3,646
363,3,646,235
3,646,235,117
646,235,117,196
235,117,196,699
117,196,699,23
196,699,23,5
699,23,5,49
23,5,49,548
5,49,548,88
49,548,88,4
548,88,4,33
88,4,33,0
4,33,0,175
33,0,175,1131
0,175,1131,606
175,1131,606,22
1131,606,22,512
606,22,512,11
22,512,11,102
512,11,102,234
11,102,234,8
102,234,8,22
234,8,22,3168
8,22,3168,54
22,3168,54,105
3168,54,105,24
54,105,24,754
105,24,754,21
24,754,21,82
754,21,82,8793
21,82,8793,1
82,8793,1,83
8793,1,83,4
1,83,4,42
83,4,42,258
4,42,258,31
42,258,31,8837
258,31,8837,5
31,8837,5,14
8837,5,14,24
5,14,24,754
14,24,754,571
24,754,571,20
754,571,20,78
571,20,78,1
20,78,1,193
78,1,193,57
1,193,57,2
193,57,2,2686
57,2,2686,22
2,2686,22,419
2686,22,419,565
22,419,565,0
419,565,0,4507
565,0,4507,3
0,4507,3,4409
4507,3,4409,0
3,4409,0,2948
4409,0,2948,451
0,2948,451,86
2948,451,86,8781
451,86,8781,0
86,8781,0,1863
8781,0,1863,4
0,1863,4,8519
1863,4,8519,3031
4,8519,3031,3868
8519,3031,3868,32
3031,3868,32,0
3868,32,0,2628
32,0,2628,1
0,2628,1,22
2628,1,22,2218
1,22,2218,17
22,2218,17,2
2218,17,2,1057
17,2,1057,393
2,1057,393,4
1057,393,4,908
393,4,908,9156
4,908,9156,447
908,9156,447,478
9156,447,478,3711
447,478,3711,2
478,3711,2,921
3711,2,921,1
2,921,1,114
921,1,114,7
1,114,7,571
114,7,571,3
7,571,3,1579
571,3,1579,0
3,1579,0,365
1579,0,365,225
0,365,225,4
365,225,4,0
225,4,0,82
4,0,82,1420
0,82,1420,21
82,1420,21,83
1420,21,83,1249
21,83,1249,85
83,1249,85,16
1249,85,16,14
85,16,14,35
16,14,35,4
14,35,4,42
35,4,42,129
4,42,129,30
42,129,30,3129
129,30,3129,212
30,3129,212,2
3129,212,2,138
212,2,138,20
2,138,20,146
138,20,146,20
20,146,20,93
146,20,93,95
20,93,95,404
93,95,404,117
95,404,117,957
404,117,957,13
117,957,13,235
957,13,235,447
13,235,447,478
235,447,478,1589
447,478,1589,21
478,1589,21,1005
1589,21,1005,1631
21,1005,1631,15
1005,1631,15,2
1631,15,2,1578
15,2,1578,4287
2,1578,4287,4496
1578,4287,4496,122
4287,4496,122,10
4496,122,10,44
122,10,44,1
10,44,1,177
44,1,177,1
1,177,1,2
177,1,2,981
1,2,981,10375
2,981,10375,60
981,10375,60,17
10375,60,17,2
60,17,2,5522
17,2,5522,124
2,5522,124,4
5522,124,4,433
124,4,433,421
4,433,421,898
433,421,898,1478
421,898,1478,1
898,1478,1,49
1478,1,49,105
1,49,105,1066
49,105,1066,2
105,1066,2,5647
1066,2,5647,28
2,5647,28,1
5647,28,1,731
28,1,731,71
1,731,71,18
731,71,18,5
71,18,5,7405
18,5,7405,34
5,7405,34,19
7405,34,19,235
34,19,235,8119
19,235,8119,24
235,8119,24,25
8119,24,25,4002
24,25,4002,0
25,4002,0,2154
4002,0,2154,3517
0,2154,3517,660
2154,3517,660,4
3517,660,4,0
660,4,0,4123
4,0,4123,5
0,4123,5,19
4123,5,19,76
5,19,76,11
19,76,11,15
76,11,15,83
11,15,83,429
15,83,429,0
83,429,0,342
429,0,342,3885
0,342,3885,1
342,3885,1,76
3885,1,76,252
1,76,252,0
76,252,0,798
252,0,798,19
0,798,19,40
798,19,40,660
19,40,660,4
40,660,4,36
660,4,36,518
4,36,518,1184
36,518,1184,482
518,1184,482,86
1184,482,86,207
482,86,207,1478
86,207,1478,106
207,1478,106,2940
1478,106,2940,91
106,2940,91,195
2940,91,195,165
91,195,165,0
195,165,0,692
165,0,692,1184
0,692,1184,78
692,1184,78,27
1184,78,27,4225
78,27,4225,44
27,4225,44,47
4225,44,47,0
44,47,0,196
47,0,196,89
0,196,89,106
196,89,106,1149
89,106,1149,435
106,1149,435,4
1149,435,4,79
435,4,79,29
4,79,29,56
79,29,56,1765
29,56,1765,0
56,1765,0,247
1765,0,247,15
0,247,15,42
247,15,42,105
15,42,105,642
42,105,642,3
105,642,3,181
642,3,181,2
3,181,2,1113
181,2,1113,46
2,1113,46,2185
1113,46,2185,5
46,2185,5,28
2185,5,28,104
5,28,104,21
28,104,21,102
104,21,102,8633
21,102,8633,0
102,8633,0,6042
8633,0,6042,1179
0,6042,1179,546
6042,1179,546,7
1179,546,7,51
546,7,51,74
7,51,74,57
